Packet Number,Latency (seconds),Average Latency (seconds)
244,0.66975998878479,0.3212291882962597
245,0.6768741607666016,0.32267489956646433
246,0.6798992156982422,0.32412115185849577
247,0.684974193572998,0.3255762044460543
248,0.684974193572998,0.32701956986423475
249,0.6930491924285889,0.3284836883544922
250,0.6930491924285889,0.3299361405619587
251,0.69291090965271,0.3313765166297791
252,0.69291090965271,0.33280550632552197
253,0.6909060478210449,0.33421535097707916
254,0.7031760215759277,0.3356622555676629
255,0.7064831256866455,0.33711077459156513
256,0.7101130485534668,0.3385621453073702
257,0.7142291069030762,0.3400182188019272
258,0.7189459800720215,0.3414812603512326
259,0.7170529365539551,0.3429257667981661
260,0.7180850505828857,0.3443631586900616
261,0.7197630405426025,0.345795982666598
262,0.7222731113433838,0.3472274546387531
263,0.7222731113433838,0.34864808212627063
264,0.7305190563201904,0.35008910467039867
265,0.7265000343322754,0.35150418335333805
266,0.7343120574951172,0.3529379207096743
267,0.7353150844573975,0.3543647011714195
268,0.7353150844573975,0.35578087359999194
269,0.7451698780059814,0.3572230550977919
270,0.7508690357208252,0.35867562329197283
271,0.7503468990325928,0.3601155912174898
272,0.7503468990325928,0.3615450099274352
273,0.7601158618927002,0.3629996480732939
274,0.7595889568328857,0.36444179101423785
275,0.764611005783081,0.36589167947354523
276,0.7706649303436279,0.36735295474744445
277,0.7706649303436279,0.368803717249589
278,0.7778208255767822,0.37026972839054667
279,0.7778208255767822,0.37172526802335465
280,0.7876758575439453,0.373205519231613
281,0.7927858829498291,0.37469339286181946
282,0.7852818965911865,0.37614423563118116
283,0.7902369499206543,0.37760230856882016
284,0.7930569648742676,0.37906004420497963
285,0.8015179634094238,0.38053716979660357
286,0.8015179634094238,0.3820040018300977
287,0.8015179634094238,0.3834606475300259
288,0.8117759227752686,0.38494270730596103
289,0.8101799488067627,0.386409042621481
290,0.8145060539245605,0.3878801663716634
291,0.8185038566589355,0.3893549050370308
292,0.8200280666351318,0.39082477930869663
293,0.8246951103210449,0.39230052873390875
294,0.8246951103210449,0.3937662730782719
295,0.8327610492706299,0.3952493635383812
296,0.8327610492706299,0.396722466857345
297,0.8408770561218262,0.3982129184991721
298,0.8408770561218262,0.39969340056479974
299,0.8346059322357178,0.4011431090037028
300,0.8437910079956055,0.402613700030254
301,0.8509318828582764,0.4040981973243865
302,0.8536028861999512,0.40558171114905833
303,0.8553428649902344,0.40706118862879903
304,0.8603489398956299,0.40854737797721485
305,0.8634259700775146,0.4100339093239479
306,0.8654289245605469,0.4115172807090834
307,0.8703389167785645,0.4130069613456726
308,0.8659651279449463,0.4144728453799745
309,0.8659651279449463,0.41592927209792596
310,0.8745319843292236,0.4174038788896665
311,0.8745319843292236,0.41886903307376766
312,0.8745319843292236,0.4203248252503026
313,0.8745319843292236,0.4217713448652037
314,0.8839969635009766,0.42323872778150773
315,0.879450798034668,0.42468243686458734
316,0.8859658241271973,0.4261375895057943
317,0.8859658241271973,0.42758359024359743
318,0.8868560791015625,0.4290233159139986
319,0.8913938999176025,0.43046822398900986
320,0.8972349166870117,0.43192232583542106
321,0.8997499942779541,0.43337520679331715
322,0.8997499942779541,0.4348190915842913
323,0.9081599712371826,0.43628002022519524
324,0.9081599712371826,0.43773195853600133
325,0.9099810123443604,0.4391805752654748
326,0.908919095993042,0.44061708450317383
327,0.908919095993042,0.4420448345382039
328,0.908919095993042,0.4434639052417141
329,0.9187400341033936,0.4449041359352343
330,0.9216079711914062,0.4463443287909931
331,0.9216079711914062,0.4477758457861751
332,0.9135909080505371,0.449174689816999
333,0.9160900115966797,0.45057263988220764
334,0.9160900115966797,0.4519622439768777
335,0.9160900115966797,0.4533435766186033
336,0.9201760292053223,0.45472883612182796
337,0.9201760292053223,0.4561058988232584
338,0.9241921901702881,0.4574866843434562
339,0.9241921901702881,0.45885934759588803
340,0.9241921901702881,0.4602239600374552
341,0.9297950267791748,0.46159697485248946
342,0.9281811714172363,0.4629572786325616
343,0.9255690574645996,0.46430208031521286
344,0.9255690574645996,0.4656390860460807
345,0.93007493019104,0.46698138617366725
346,0.93007493019104,0.46831594970109486
347,0.93007493019104,0.4696428433231924
348,0.9245090484619141,0.47094618488519446
349,0.9342310428619385,0.47226985590798515
350,0.9342310428619385,0.4735859846457457
351,0.9342310428619385,0.4748946353793144
352,0.9342310428619385,0.47619587166113486
353,0.9364118576049805,0.47749591681916836
354,0.9365699291229248,0.4787890830510099
355,0.9365699291229248,0.4800749843040209
356,0.9400780200958252,0.48136350821380186
357,0.9400780200958252,0.4826448336659863
358,0.9365589618682861,0.48390921842421
359,0.9365589618682861,0.48516657882266573
360,0.9409198760986328,0.4864290533303554
361,0.9409198760986328,0.487684552840765
362,0.9409198760986328,0.48893313499850016
363,0.9399209022521973,0.4901721123810653
364,0.9399209022521973,0.49140430084646564
365,0.9399209022521973,0.4926297560415633
366,0.9409258365631104,0.49385127124734407
367,0.9409258365631104,0.4950661477835282
368,0.9409258365631104,0.49627443962303924
369,0.9409258365631104,0.49747620015530974
370,0.9409258365631104,0.49867148219414476
371,0.9373290538787842,0.4998506692148024
372,0.9447290897369385,0.5010433727550763
373,0.9447290897369385,0.5022296982015518
374,0.9447290897369385,0.5034096965789795
375,0.9447290897369385,0.5045834183692932
376,0.9447290897369385,0.5057509135188095
377,0.9447290897369385,0.5069122314453125
378,0.939723014831543,0.5080542124041152
379,0.939723014831543,0.509190182936819
380,0.9496328830718994,0.5103462005224754
381,0.9496328830718994,0.5114961656600393
382,0.9496328830718994,0.5126401257577204
383,0.9496328830718994,0.5137781277298927
384,0.9483850002288818,0.5149069767493706
385,0.9483850002288818,0.5160299768101984
386,0.9468789100646973,0.5171432815472901
387,0.9468789100646973,0.51825084760017
388,0.9503829479217529,0.519361727035444
389,0.9503829479217529,0.5204669096531012
390,0.9503829479217529,0.5215664391627397
391,0.9503829479217529,0.5226603588279413
392,0.9549999237060547,0.5237604595019314
393,0.9478669166564941,0.5248368718297348
394,0.9498682022094727,0.5259129005142406
395,0.9498682022094727,0.5269834947104406
396,0.9498682022094727,0.5280486954849973
397,0.9528841972351074,0.5291161213687916
398,0.9528841972351074,0.5301781967469027
399,0.9476962089538574,0.53122199177742
400,0.9476962089538574,0.5322605808476855
401,0.9476962089538574,0.5332940028081485
402,0.9476962089538574,0.5343222961236467
403,0.9476962089538574,0.5353454988781768
404,0.9547011852264404,0.5363809450173084
405,0.9507060050964355,0.5374014500913948
406,0.9507060050964355,0.5384169403985326
407,0.9507060050964355,0.5394274528120079
408,0.9476721286773682,0.5404256060537325
409,0.955747127532959,0.5414385853744135
410,0.9567511081695557,0.542449078130606
411,0.9567511081695557,0.5434546655821568
412,0.9567511081695557,0.5444553833608189
413,0.9567511081695557,0.5454512667540766
414,0.9550900459289551,0.5464383481496788
415,0.9540679454803467,0.547418226989416
416,0.956212043762207,0.5483985478929478
417,0.956212043762207,0.5493741782658408
418,0.9587399959564209,0.5503511849906393
419,0.9587399959564209,0.5513235393024626
420,0.9587399959564209,0.5522912743538972
421,0.9587399959564209,0.5532544229832871
422,0.9587399959564209,0.5542130177184481
423,0.9645719528198242,0.555180845395574
424,0.9645719528198242,0.5561441185895134
425,0.9605710506439209,0.5570934775849463
426,0.9595370292663574,0.5580359683382986
427,0.9595370292663574,0.558974054929252
428,0.9595370292663574,0.559907768156145
429,0.963670015335083,0.5608467501263286
430,0.963670015335083,0.5617813748715925
431,0.956449031829834,0.5626949574108477
432,0.956449031829834,0.5636043201693212
433,0.9625899791717529,0.5645236419642576
434,0.9600839614868164,0.5654329760321255
435,0.9620869159698486,0.5663427327751019
436,0.9620869159698486,0.5672483258716574
437,0.9620869159698486,0.5681497838399182
438,0.9620869159698486,0.5690471349381641
439,0.9620869159698486,0.5699404071677815
440,0.9645419120788574,0.5708351951607771
441,0.9645419120788574,0.5717259343393248
442,0.9645419120788574,0.5726126521220326
443,0.9645419120788574,0.5734953756804939
444,0.9645419120788574,0.5743741319420632
445,0.9600369930267334,0.5752388468772307
446,0.9600369930267334,0.576099692841771
447,0.9681270122528076,0.5769747538225991
448,0.9681270122528076,0.5778459169816864
449,0.9664139747619629,0.5787094015545315
450,0.9664139747619629,0.579569056927497
451,0.9664139747619629,0.5804249085156263
452,0.9664139747619629,0.5812769815095477
453,0.9599020481109619,0.5821109574271719
454,0.9599020481109619,0.5829412675165868
455,0.958367109298706,0.5837645698011967
456,0.9645302295684814,0.5845977550523286
457,0.9680352210998535,0.585434954759856
458,0.9680352210998535,0.5862685065383745
459,0.9680352210998535,0.5870984341787255
460,0.9680352210998535,0.5879247612653223
461,0.9727201461791992,0.5887576517088589
462,0.9727201461791992,0.5895869443535032
463,0.9727201461791992,0.5904126624608862
464,0.9647140502929688,0.5912176116820305
465,0.9647140502929688,0.5920191061854874
466,0.9647140502929688,0.5928171681643043
467,0.9702191352844238,0.5936235826239626
468,0.9647331237792969,0.5944148609633131
469,0.9672501087188721,0.5952081274478993
470,0.9672501087188721,0.595998025497307
471,0.9647281169891357,0.5967792333182642
472,0.9647281169891357,0.5975571379349045
473,0.9627230167388916,0.59832753008428
474,0.9627230167388916,0.5990946784772371
475,0.9627230167388916,0.5998586035576188
476,0.9627230167388916,0.600619325597831
477,0.9702270030975342,0.6013925634168681
478,0.9702270030975342,0.6021625726855124
479,0.9702270030975342,0.6029293735822042
480,0.9702270030975342,0.603692986117579
481,0.9636499881744385,0.6044397848770332
482,0.9683380126953125,0.6051931973569882
483,0.9698431491851807,0.6059466063483687
484,0.9698431491851807,0.6066969084985477
485,0.9698431491851807,0.6074441229855573
486,0.9698431491851807,0.6081882688299097
487,0.9653019905090332,0.6089200592431866
488,0.9653019905090332,0.6096488566486382
489,0.9721717834472656,0.6103886993563905
490,0.9756758213043213,0.6111326649815391
491,0.9756758213043213,0.6118736063561788
492,0.9756758213043213,0.612611541883457
493,0.9701619148254395,0.6133353280635016
494,0.9754269123077393,0.6140668262134898
495,0.9754269123077393,0.6147953747741638
496,0.9728929996490479,0.615515893134073
497,0.9728929996490479,0.6162335178459505
498,0.977410078048706,0.6169573185677997
499,0.977410078048706,0.6176782240867614
500,0.977410078048706,0.6183962517393802
501,0.9810969829559326,0.6191187631561461
502,0.9735918045043945,0.6198234809321864
503,0.9735918045043945,0.6205254022091155
504,0.9735918045043945,0.6212245435997992
505,0.9801158905029297,0.6219338150363666
506,0.9801158905029297,0.6226402885579969
507,0.9816339015960693,0.623346968898623
508,0.9816339015960693,0.6240508724992074
509,0.9816339015960693,0.6247520156935149
510,0.9816339015960693,0.6254504146874534
511,0.9816339015960693,0.6261460855603218
512,0.9731330871582031,0.6268224734776666
513,0.9716269969940186,0.6274932993989046
514,0.9716269969940186,0.628161520170934
515,0.9802110195159912,0.6288437866425329
516,0.9802110195159912,0.6295234137854216
517,0.9802110195159912,0.6302004168852876
518,0.9802110195159912,0.6308748111100095
519,0.9734349250793457,0.6315335805599506
520,0.9815537929534912,0.6322054043841224
521,0.983057975769043,0.6328775357469288
522,0.9800519943237305,0.6335413492432516
523,0.9800519943237305,0.6342026291002754
524,0.9800519943237305,0.6348613897959391
525,0.9800519943237305,0.6355176456980832
526,0.9800519943237305,0.6361714110654944
527,0.9868168830871582,0.6368355123382626
528,0.985260009765625,0.6374941597814145
529,0.985260009765625,0.6381503217625168
530,0.985260009765625,0.638804012323728
531,0.9802470207214355,0.639445822489889
532,0.9802470207214355,0.6400852243627437
533,0.9847190380096436,0.6407306060362398
534,0.9816980361938477,0.6413679283355999
535,0.9816980361938477,0.6420028725666787
536,0.9816980361938477,0.6426354520147739
537,0.9816980361938477,0.6432656798664079
538,0.9872019290924072,0.6439037805143225
539,0.9902019500732422,0.6445450734209132
540,0.9902019500732422,0.6451839955589026
541,0.9968130588531494,0.6458327576683016
542,0.9914340972900391,0.6464692242237744
543,0.9903969764709473,0.6471014443565818
544,0.9903969764709473,0.6477313444155072
545,0.9903969764709473,0.6483589371482095
546,0.999108076095581,0.6490001604369615
547,0.999108076095581,0.6496390434947327
548,0.999108076095581,0.6502755991096705
549,1.0088648796081543,0.6509275796196677
550,1.0088648796081543,0.6515771935942385
551,1.0088648796081543,0.6522244538949884
552,1.0088648796081543,0.6528693732904913
553,1.0000088214874268,0.6534959787926519
554,1.0000088214874268,0.6541203262569668
555,1.0100128650665283,0.6547604207512286
556,1.0100128650665283,0.6553982168810586
557,1.0154268741607666,0.6560434295285132
558,1.0154268741607666,0.6566863337228465
559,1.0076398849487305,0.6573130364928926
560,1.0076398849487305,0.6579375050284646
561,1.012164831161499,0.6585678027617974
562,1.0096588134765625,0.6591914102408645
563,1.0096588134765625,0.6598128063458923
564,1.0132110118865967,0.6604382898955219
565,1.0132110118865967,0.6610615632559301
566,1.0132110118865967,0.66168263812124
567,1.0197169780731201,0.6623129802690425
568,1.016218900680542,0.6629349590395373
569,1.016218900680542,0.6635547554283812
570,1.016218900680542,0.6641723809016774
571,1.016218900680542,0.6647878468453468
572,1.016218900680542,0.665401164565827
573,1.016218900680542,0.6660123452907656
574,1.011185884475708,0.6666126470980437
575,1.0200250148773193,0.6672262102365494
576,1.0297770500183105,0.6678545479138142
577,1.0297770500183105,0.6684807114122648
578,1.0265419483184814,0.6690991246020855
579,1.0265419483184814,0.6697154053326311
580,1.0328099727630615,0.6703403529529932
581,1.0328099727630615,0.6709631529870311
582,1.0363140106201172,0.6715898268423195
583,1.0363140106201172,0.6722143545542678
584,1.0297660827636719,0.6728255540896685
585,1.0389208793640137,0.6734502901396247
586,1.041956901550293,0.6740780697161335
587,1.041956901550293,0.6747037139879603
588,1.041956901550293,0.6753272338310203
589,1.041956901550293,0.6759486400474937
590,1.041956901550293,0.6765679433664493
591,1.050004005432129,0.677198747525344
592,1.059330940246582,0.6778431525720915
593,1.059330940246582,0.6784853879048768
594,1.059330940246582,0.6791254644634342
595,1.0500259399414062,0.6797477806974578
596,1.0596740245819092,0.6803841730657734
597,1.0655879974365234,0.6810283266182329
598,1.069591999053955,0.6816770138844027
599,1.0736100673675537,0.6823302356402079
600,1.0751149654388428,0.6829837876032672
601,1.0681588649749756,0.683623613313187
602,1.0747458934783936,0.6842722406434776
603,1.0747458934783936,0.6849187202011513
604,1.0797460079193115,0.6855713272882887
605,1.0797460079193115,0.6862217805566567
606,1.0881381034851074,0.6868839161792736
607,1.0896711349487305,0.6875463951575128
608,1.0896711349487305,0.6882066985069237
609,1.0896711349487305,0.6888648369273201
610,1.0945749282836914,0.6895288468968068
611,1.0987918376922607,0.6901975772739236
612,1.0987918376922607,0.69086412582273
613,1.0998010635375977,0.6915301468939269
614,1.1028850078582764,0.6921990165865518
615,1.1028850078582764,0.6928657146243306
616,1.1028850078582764,0.6935302515663629
617,1.1111540794372559,0.6942060182781281
618,1.107633113861084,0.6948739134244657
619,1.1151371002197266,0.6955517572741354
620,1.116758108139038,0.6962300283705363
621,1.116758108139038,0.6969061185309358
622,1.126432180404663,0.6975955664633173
623,1.126432180404663,0.6982828046266849
624,1.1315670013427734,0.6989760593414307
625,1.129974126815796,0.6996645546568849
626,1.1330020427703857,0.7003556830270818
627,1.1385009288787842,0.7010533665395846
628,1.139549970626831,0.7017504994554625
629,1.143578052520752,0.7024518130317566
630,1.1482460498809814,0.7031583015212166
631,1.1559970378875732,0.7038748185091381
632,1.1585109233856201,0.7045930430034137
633,1.1585109233856201,0.7053090018052784
634,1.168281078338623,0.7060380916895829
635,1.1723380088806152,0.7067712676600091
636,1.1723380088806152,0.707502141665065
637,1.172003984451294,0.7082302009797768
638,1.172003984451294,0.7089559815485899
639,1.1801178455352783,0.7096921719610692
640,1.1801178455352783,0.7104260653675811
641,1.1883578300476074,0.7111705073686404
642,1.1899049282073975,0.711915039904937
643,1.196436882019043,0.7126674030138098
644,1.1911330223083496,0.7134092101755068
645,1.2000370025634766,0.714162503971773
646,1.2030889987945557,0.7149181863439875
647,1.2030889987945557,0.7156715363632014
648,1.2112009525299072,0.7164350639690052
649,1.2112009525299072,0.717196242259099
650,1.2202849388122559,0.7179690359558012
651,1.2202849388122559,0.7187394591196914
652,1.227828025817871,0.7195190740763502
653,1.222865104675293,0.7202887163249725
654,1.2283339500427246,0.7210643579031675
655,1.2328460216522217,0.7218445128783947
656,1.236569881439209,0.7226279609279546
657,1.2399780750274658,0.7234142073019659
658,1.2420170307159424,0.7242011615104849
659,1.2420170307159424,0.7249857310092811
660,1.2501459121704102,0.7257802244754855
661,1.2501459121704102,0.7265723176593146
662,1.25990891456604,0.7273767469155842
663,1.2546238899230957,0.728170793817704
664,1.2616729736328125,0.7289730527347191
665,1.264923095703125,0.7297777825289661
666,1.2652881145477295,0.7305806465949611
667,1.270301103591919,0.7313886113509447
668,1.273611068725586,0.732199108297693
669,1.2802791595458984,0.7330171382249291
670,1.2775468826293945,0.7338286579632368
671,1.2774198055267334,0.7346375733613968
672,1.286672830581665,0.735457833773314
673,1.2850368022918701,0.7362732328363979
674,1.2922978401184082,0.7370969729953342
675,1.2950479984283447,0.7379223443347321
676,1.3000578880310059,0.7387526774864253
677,1.3047277927398682,0.7395874490428463
678,1.2997097969055176,0.7404123714991978
679,1.305521011352539,0.7412434136166292
680,1.309701919555664,0.7420781544476703
681,1.309701919555664,0.742910447358386
682,1.309701919555664,0.743740303100988
683,1.3188769817352295,0.7445811461984065
684,1.326807975769043,0.7454311123729622
685,1.3280189037322998,0.7462803657131362
686,1.3280189037322998,0.7471271467000636
687,1.3272759914398193,0.747970386299976
688,1.3298420906066895,0.7488149025616694
689,1.3350930213928223,0.7496645809947581
690,1.3397910594940186,0.7505185990533677
691,1.3468751907348633,0.7513803860355663
692,1.3530240058898926,0.7522485586471888
693,1.3615610599517822,0.7531265305510859
694,1.3679091930389404,0.754011109921572
695,1.3760051727294922,0.7549047795520432
696,1.3800091743469238,0.7558016294728392
697,1.3719229698181152,0.7566843248028469
698,1.3750481605529785,0.7575689654834622
699,1.3814079761505127,0.7584601640701294
700,1.3824141025543213,0.7593502552805206
