Frame,Start Time,End Time,Type,Delay (ms)
647,2024-11-11 18:11:40.355201,2024-11-11 18:11:40.358308,Predicted,3.1069999999999998
648,2024-11-11 18:11:40.358971,2024-11-11 18:11:40.362586,Predicted,3.615
649,2024-11-11 18:11:40.362586,2024-11-11 18:11:40.366585,Predicted,3.999
650,2024-11-11 18:11:40.367505,2024-11-11 18:11:40.371035,Predicted,3.5300000000000002
651,2024-11-11 18:11:41.492103,2024-11-11 18:11:41.500612,Client,8.508999999999999
652,2024-11-11 18:11:41.540170,2024-11-11 18:11:41.550393,Client,10.222999999999999
653,2024-11-11 18:11:41.587577,2024-11-11 18:11:41.600022,Client,12.445
654,2024-11-11 18:11:41.633694,2024-11-11 18:11:41.641196,Client,7.502
655,2024-11-11 18:11:41.678513,2024-11-11 18:11:41.689145,Client,10.632000000000001
656,2024-11-11 18:11:41.726200,2024-11-11 18:11:41.738229,Client,12.029
657,2024-11-11 18:11:41.774605,2024-11-11 18:11:41.785039,Client,10.434000000000001
658,2024-11-11 18:11:41.820208,2024-11-11 18:11:41.820208,Client,0.0
659,2024-11-11 18:11:41.864678,2024-11-11 18:11:41.870259,Client,5.581
660,2024-11-11 18:11:41.911725,2024-11-11 18:11:41.920358,Client,8.633000000000001
661,2024-11-11 18:11:41.957571,2024-11-11 18:11:41.965257,Client,7.686
662,2024-11-11 18:11:42.004745,2024-11-11 18:11:42.011963,Client,7.218
663,2024-11-11 18:11:42.052642,2024-11-11 18:11:42.052642,Client,0.0
664,2024-11-11 18:11:42.096409,2024-11-11 18:11:42.105061,Client,8.652
665,2024-11-11 18:11:42.147852,2024-11-11 18:11:42.155083,Client,7.231
666,2024-11-11 18:11:42.192827,2024-11-11 18:11:42.200476,Client,7.649
667,2024-11-11 18:11:42.240710,2024-11-11 18:11:42.250369,Client,9.658999999999999
668,2024-11-11 18:11:42.287332,2024-11-11 18:11:42.300354,Client,13.022
669,2024-11-11 18:11:42.337582,2024-11-11 18:11:42.346893,Client,9.311
670,2024-11-11 18:11:42.385245,2024-11-11 18:11:42.391131,Client,5.886
671,2024-11-11 18:11:42.431312,2024-11-11 18:11:42.440481,Client,9.169
672,2024-11-11 18:11:42.477172,2024-11-11 18:11:42.481788,Client,4.6160000000000005
673,2024-11-11 18:11:42.522103,2024-11-11 18:11:42.530217,Client,8.113999999999999
674,2024-11-11 18:11:42.567399,2024-11-11 18:11:42.577523,Client,10.123999999999999
675,2024-11-11 18:11:42.614518,2024-11-11 18:11:42.620150,Client,5.632
676,2024-11-11 18:11:42.620150,2024-11-11 18:11:42.625196,Predicted,5.046
677,2024-11-11 18:11:42.625196,2024-11-11 18:11:42.630330,Predicted,5.1339999999999995
678,2024-11-11 18:11:42.630330,2024-11-11 18:11:42.630330,Predicted,0.0
679,2024-11-11 18:11:42.630330,2024-11-11 18:11:42.630330,Predicted,0.0
680,2024-11-11 18:11:42.640186,2024-11-11 18:11:42.641324,Predicted,1.138
681,2024-11-11 18:11:42.641324,2024-11-11 18:11:42.641324,Predicted,0.0
682,2024-11-11 18:11:42.641324,2024-11-11 18:11:42.650376,Predicted,9.052
683,2024-11-11 18:11:42.650376,2024-11-11 18:11:42.650376,Predicted,0.0
684,2024-11-11 18:11:42.650376,2024-11-11 18:11:42.660251,Predicted,9.875
685,2024-11-11 18:11:42.660251,2024-11-11 18:11:42.665281,Predicted,5.029999999999999
686,2024-11-11 18:11:42.665281,2024-11-11 18:11:42.665281,Predicted,0.0
687,2024-11-11 18:11:42.665281,2024-11-11 18:11:42.672913,Predicted,7.632
688,2024-11-11 18:11:42.672913,2024-11-11 18:11:42.672913,Predicted,0.0
689,2024-11-11 18:11:42.672913,2024-11-11 18:11:42.680422,Predicted,7.509
690,2024-11-11 18:11:42.680422,2024-11-11 18:11:42.680422,Predicted,0.0
691,2024-11-11 18:11:42.680422,2024-11-11 18:11:42.688602,Predicted,8.18
692,2024-11-11 18:11:42.690109,2024-11-11 18:11:42.690205,Predicted,0.096
693,2024-11-11 18:11:42.690205,2024-11-11 18:11:42.690205,Predicted,0.0
694,2024-11-11 18:11:42.690205,2024-11-11 18:11:42.700270,Predicted,10.065
695,2024-11-11 18:11:42.700270,2024-11-11 18:11:42.704806,Predicted,4.5360000000000005
696,2024-11-11 18:11:42.704806,2024-11-11 18:11:42.710437,Predicted,5.630999999999999
697,2024-11-11 18:11:42.710437,2024-11-11 18:11:42.713029,Predicted,2.592
698,2024-11-11 18:11:42.713029,2024-11-11 18:11:42.713029,Predicted,0.0
699,2024-11-11 18:11:42.713029,2024-11-11 18:11:42.720221,Predicted,7.191999999999999
700,2024-11-11 18:11:42.720221,2024-11-11 18:11:42.720221,Predicted,0.0
701,2024-11-11 18:11:43.841690,2024-11-11 18:11:43.850329,Client,8.639000000000001
702,2024-11-11 18:11:43.886450,2024-11-11 18:11:43.895142,Client,8.692
703,2024-11-11 18:11:43.933161,2024-11-11 18:11:43.945360,Client,12.199
704,2024-11-11 18:11:43.981374,2024-11-11 18:11:43.990502,Client,9.128
705,2024-11-11 18:11:44.030078,2024-11-11 18:11:44.040214,Client,10.136
706,2024-11-11 18:11:44.080355,2024-11-11 18:11:44.090737,Client,10.382000000000001
707,2024-11-11 18:11:44.130491,2024-11-11 18:11:44.140153,Client,9.662
708,2024-11-11 18:11:44.176339,2024-11-11 18:11:44.185545,Client,9.206000000000001
709,2024-11-11 18:11:44.224490,2024-11-11 18:11:44.232127,Client,7.637
710,2024-11-11 18:11:44.272645,2024-11-11 18:11:44.285336,Client,12.690999999999999
711,2024-11-11 18:11:44.320872,2024-11-11 18:11:44.330409,Client,9.537
712,2024-11-11 18:11:44.370320,2024-11-11 18:11:44.380490,Client,10.17
713,2024-11-11 18:11:44.422150,2024-11-11 18:11:44.430166,Client,8.016
714,2024-11-11 18:11:44.468301,2024-11-11 18:11:44.470457,Client,2.156
715,2024-11-11 18:11:44.513061,2024-11-11 18:11:44.520250,Client,7.189
716,2024-11-11 18:11:44.560881,2024-11-11 18:11:44.570573,Client,9.691999999999998
717,2024-11-11 18:11:44.610556,2024-11-11 18:11:44.620164,Client,9.608
718,2024-11-11 18:11:44.662042,2024-11-11 18:11:44.670118,Client,8.076
719,2024-11-11 18:11:44.710665,2024-11-11 18:11:44.720352,Client,9.687
720,2024-11-11 18:11:44.760037,2024-11-11 18:11:44.760037,Client,0.0
721,2024-11-11 18:11:44.806698,2024-11-11 18:11:44.816532,Client,9.834000000000001
722,2024-11-11 18:11:44.855086,2024-11-11 18:11:44.865143,Client,10.057
723,2024-11-11 18:11:44.901839,2024-11-11 18:11:44.910467,Client,8.628
724,2024-11-11 18:11:44.950569,2024-11-11 18:11:44.960185,Client,9.616
725,2024-11-11 18:11:44.996521,2024-11-11 18:11:45.005201,Client,8.68
726,2024-11-11 18:11:45.005201,2024-11-11 18:11:45.012273,Predicted,7.072
727,2024-11-11 18:11:45.012273,2024-11-11 18:11:45.016876,Predicted,4.603000000000001
728,2024-11-11 18:11:45.016876,2024-11-11 18:11:45.020522,Predicted,3.646
729,2024-11-11 18:11:45.020522,2024-11-11 18:11:45.020522,Predicted,0.0
730,2024-11-11 18:11:45.020522,2024-11-11 18:11:45.028086,Predicted,7.564
731,2024-11-11 18:11:45.030194,2024-11-11 18:11:45.030293,Predicted,0.09899999999999999
732,2024-11-11 18:11:45.030293,2024-11-11 18:11:45.030293,Predicted,0.0
733,2024-11-11 18:11:45.030293,2024-11-11 18:11:45.030293,Predicted,0.0
734,2024-11-11 18:11:45.040440,2024-11-11 18:11:45.044044,Predicted,3.604
735,2024-11-11 18:11:45.044044,2024-11-11 18:11:45.045575,Predicted,1.531
736,2024-11-11 18:11:45.045575,2024-11-11 18:11:45.050160,Predicted,4.585
737,2024-11-11 18:11:45.050160,2024-11-11 18:11:45.050160,Predicted,0.0
738,2024-11-11 18:11:45.050160,2024-11-11 18:11:45.060572,Predicted,10.411999999999999
739,2024-11-11 18:11:45.060572,2024-11-11 18:11:45.060572,Predicted,0.0
740,2024-11-11 18:11:45.060572,2024-11-11 18:11:45.060572,Predicted,0.0
741,2024-11-11 18:11:45.060572,2024-11-11 18:11:45.070341,Predicted,9.769
742,2024-11-11 18:11:45.070341,2024-11-11 18:11:45.076348,Predicted,6.007000000000001
743,2024-11-11 18:11:45.076348,2024-11-11 18:11:45.080456,Predicted,4.108
744,2024-11-11 18:11:45.080456,2024-11-11 18:11:45.080456,Predicted,0.0
745,2024-11-11 18:11:45.080456,2024-11-11 18:11:45.080456,Predicted,0.0
746,2024-11-11 18:11:45.080456,2024-11-11 18:11:45.091197,Predicted,10.741
747,2024-11-11 18:11:45.091197,2024-11-11 18:11:45.095577,Predicted,4.38
748,2024-11-11 18:11:45.096742,2024-11-11 18:11:45.100441,Predicted,3.699
749,2024-11-11 18:11:45.100441,2024-11-11 18:11:45.103751,Predicted,3.31
750,2024-11-11 18:11:45.103751,2024-11-11 18:11:45.107043,Predicted,3.292
751,2024-11-11 18:11:46.263395,2024-11-11 18:11:46.274091,Client,10.696000000000002
752,2024-11-11 18:11:46.313309,2024-11-11 18:11:46.322558,Client,9.249
753,2024-11-11 18:11:46.361536,2024-11-11 18:11:46.369243,Client,7.707000000000001
754,2024-11-11 18:11:46.405798,2024-11-11 18:11:46.417687,Client,11.889000000000001
755,2024-11-11 18:11:46.454067,2024-11-11 18:11:46.465150,Client,11.083
756,2024-11-11 18:11:46.502350,2024-11-11 18:11:46.512456,Client,10.106
757,2024-11-11 18:11:46.550458,2024-11-11 18:11:46.560626,Client,10.168
758,2024-11-11 18:11:46.600347,2024-11-11 18:11:46.610435,Client,10.088
759,2024-11-11 18:11:46.650453,2024-11-11 18:11:46.660593,Client,10.14
760,2024-11-11 18:11:46.700417,2024-11-11 18:11:46.703562,Client,3.1449999999999996
761,2024-11-11 18:11:46.745484,2024-11-11 18:11:46.755344,Client,9.860000000000001
762,2024-11-11 18:11:46.791652,2024-11-11 18:11:46.800385,Client,8.732999999999999
763,2024-11-11 18:11:46.840234,2024-11-11 18:11:46.851615,Client,11.381
764,2024-11-11 18:11:46.887178,2024-11-11 18:11:46.891332,Client,4.154
765,2024-11-11 18:11:46.940360,2024-11-11 18:11:46.950211,Client,9.851
766,2024-11-11 18:11:46.990254,2024-11-11 18:11:47.000579,Client,10.325000000000001
767,2024-11-11 18:11:47.040596,2024-11-11 18:11:47.051865,Client,11.269
768,2024-11-11 18:11:47.092159,2024-11-11 18:11:47.100155,Client,7.9959999999999996
769,2024-11-11 18:11:47.140176,2024-11-11 18:11:47.150287,Client,10.111
770,2024-11-11 18:11:47.190456,2024-11-11 18:11:47.200225,Client,9.769
771,2024-11-11 18:11:47.236461,2024-11-11 18:11:47.250198,Client,13.736999999999998
772,2024-11-11 18:11:47.287659,2024-11-11 18:11:47.294168,Client,6.509
773,2024-11-11 18:11:47.331698,2024-11-11 18:11:47.340325,Client,8.626999999999999
774,2024-11-11 18:11:47.380130,2024-11-11 18:11:47.390248,Client,10.118
775,2024-11-11 18:11:47.427284,2024-11-11 18:11:47.436424,Client,9.14
776,2024-11-11 18:11:47.436424,2024-11-11 18:11:47.440028,Predicted,3.604
777,2024-11-11 18:11:47.440028,2024-11-11 18:11:47.443038,Predicted,3.0100000000000002
778,2024-11-11 18:11:47.443903,2024-11-11 18:11:47.446900,Predicted,2.997
779,2024-11-11 18:11:47.446900,2024-11-11 18:11:47.450508,Predicted,3.608
780,2024-11-11 18:11:47.450508,2024-11-11 18:11:47.453408,Predicted,2.9
781,2024-11-11 18:11:47.454613,2024-11-11 18:11:47.457618,Predicted,3.005
782,2024-11-11 18:11:47.457618,2024-11-11 18:11:47.461129,Predicted,3.5109999999999997
783,2024-11-11 18:11:47.461129,2024-11-11 18:11:47.466120,Predicted,4.991
784,2024-11-11 18:11:47.466120,2024-11-11 18:11:47.471002,Predicted,4.882
785,2024-11-11 18:11:47.471002,2024-11-11 18:11:47.476509,Predicted,5.507
786,2024-11-11 18:11:47.476509,2024-11-11 18:11:47.482022,Predicted,5.513
787,2024-11-11 18:11:47.482022,2024-11-11 18:11:47.485018,Predicted,2.996
788,2024-11-11 18:11:47.486028,2024-11-11 18:11:47.489022,Predicted,2.994
789,2024-11-11 18:11:47.489022,2024-11-11 18:11:47.493184,Predicted,4.162
790,2024-11-11 18:11:47.493531,2024-11-11 18:11:47.496617,Predicted,3.0860000000000003
791,2024-11-11 18:11:47.497092,2024-11-11 18:11:47.500099,Predicted,3.007
792,2024-11-11 18:11:47.500099,2024-11-11 18:11:47.503293,Predicted,3.194
793,2024-11-11 18:11:47.503892,2024-11-11 18:11:47.506558,Predicted,2.666
794,2024-11-11 18:11:47.506558,2024-11-11 18:11:47.510212,Predicted,3.654
795,2024-11-11 18:11:47.510212,2024-11-11 18:11:47.513330,Predicted,3.1180000000000003
796,2024-11-11 18:11:47.513330,2024-11-11 18:11:47.516428,Predicted,3.098
797,2024-11-11 18:11:47.517334,2024-11-11 18:11:47.520030,Predicted,2.696
798,2024-11-11 18:11:47.520030,2024-11-11 18:11:47.523031,Predicted,3.0010000000000003
799,2024-11-11 18:11:47.523031,2024-11-11 18:11:47.523031,Predicted,0.0
800,2024-11-11 18:11:47.523031,2024-11-11 18:11:47.530456,Predicted,7.425
801,2024-11-11 18:11:48.672342,2024-11-11 18:11:48.680529,Client,8.187
802,2024-11-11 18:11:48.724869,2024-11-11 18:11:48.730476,Client,5.607
803,2024-11-11 18:11:48.770602,2024-11-11 18:11:48.772106,Client,1.504
804,2024-11-11 18:11:48.814379,2024-11-11 18:11:48.820569,Client,6.19
805,2024-11-11 18:11:48.863346,2024-11-11 18:11:48.870510,Client,7.164000000000001
806,2024-11-11 18:11:48.912187,2024-11-11 18:11:48.920375,Client,8.188
807,2024-11-11 18:11:48.963952,2024-11-11 18:11:48.970429,Client,6.477
808,2024-11-11 18:11:49.012861,2024-11-11 18:11:49.022582,Client,9.721
809,2024-11-11 18:11:49.062553,2024-11-11 18:11:49.071345,Client,8.792
810,2024-11-11 18:11:49.110213,2024-11-11 18:11:49.114741,Client,4.528
811,2024-11-11 18:11:49.158041,2024-11-11 18:11:49.162684,Client,4.643000000000001
812,2024-11-11 18:11:49.205026,2024-11-11 18:11:49.215257,Client,10.231
813,2024-11-11 18:11:49.258628,2024-11-11 18:11:49.260321,Client,1.693
814,2024-11-11 18:11:49.307191,2024-11-11 18:11:49.315587,Client,8.396
815,2024-11-11 18:11:49.351678,2024-11-11 18:11:49.361428,Client,9.75
816,2024-11-11 18:11:49.400398,2024-11-11 18:11:49.405471,Client,5.073
817,2024-11-11 18:11:49.445837,2024-11-11 18:11:49.458762,Client,12.925
818,2024-11-11 18:11:49.496378,2024-11-11 18:11:49.504822,Client,8.444
819,2024-11-11 18:11:49.541777,2024-11-11 18:11:49.548624,Client,6.8469999999999995
820,2024-11-11 18:11:49.586859,2024-11-11 18:11:49.593688,Client,6.829
821,2024-11-11 18:11:49.633244,2024-11-11 18:11:49.640330,Client,7.086
822,2024-11-11 18:11:49.680271,2024-11-11 18:11:49.690393,Client,10.122000000000002
823,2024-11-11 18:11:49.730271,2024-11-11 18:11:49.740435,Client,10.164
824,2024-11-11 18:11:49.777069,2024-11-11 18:11:49.780215,Client,3.146
825,2024-11-11 18:11:49.822677,2024-11-11 18:11:49.830296,Client,7.619
826,2024-11-11 18:11:49.830296,2024-11-11 18:11:49.830296,Predicted,0.0
827,2024-11-11 18:11:49.830296,2024-11-11 18:11:49.840376,Predicted,10.08
828,2024-11-11 18:11:49.840376,2024-11-11 18:11:49.840376,Predicted,0.0
829,2024-11-11 18:11:49.840376,2024-11-11 18:11:49.840376,Predicted,0.0
830,2024-11-11 18:11:49.840376,2024-11-11 18:11:49.850486,Predicted,10.11
831,2024-11-11 18:11:49.850486,2024-11-11 18:11:49.854593,Predicted,4.107
832,2024-11-11 18:11:49.854593,2024-11-11 18:11:49.860133,Predicted,5.54
833,2024-11-11 18:11:49.860133,2024-11-11 18:11:49.860133,Predicted,0.0
834,2024-11-11 18:11:49.860133,2024-11-11 18:11:49.860133,Predicted,0.0
835,2024-11-11 18:11:49.860133,2024-11-11 18:11:49.870410,Predicted,10.277
836,2024-11-11 18:11:49.870410,2024-11-11 18:11:49.870410,Predicted,0.0
837,2024-11-11 18:11:49.870410,2024-11-11 18:11:49.870410,Predicted,0.0
838,2024-11-11 18:11:49.880431,2024-11-11 18:11:49.880431,Predicted,0.0
839,2024-11-11 18:11:49.880431,2024-11-11 18:11:49.886632,Predicted,6.201
840,2024-11-11 18:11:49.886632,2024-11-11 18:11:49.890239,Predicted,3.6069999999999998
841,2024-11-11 18:11:49.890239,2024-11-11 18:11:49.890239,Predicted,0.0
842,2024-11-11 18:11:49.890239,2024-11-11 18:11:49.900514,Predicted,10.274999999999999
843,2024-11-11 18:11:49.900514,2024-11-11 18:11:49.902519,Predicted,2.005
844,2024-11-11 18:11:49.902519,2024-11-11 18:11:49.902519,Predicted,0.0
845,2024-11-11 18:11:49.902519,2024-11-11 18:11:49.910064,Predicted,7.545
846,2024-11-11 18:11:49.910064,2024-11-11 18:11:49.917116,Predicted,7.0520000000000005
847,2024-11-11 18:11:49.918119,2024-11-11 18:11:49.920995,Predicted,2.876
848,2024-11-11 18:11:49.922051,2024-11-11 18:11:49.925447,Predicted,3.3960000000000004
849,2024-11-11 18:11:49.925447,2024-11-11 18:11:49.928770,Predicted,3.323
850,2024-11-11 18:11:49.930296,2024-11-11 18:11:49.933615,Predicted,3.319
851,2024-11-11 18:11:51.081833,2024-11-11 18:11:51.094775,Client,12.942
852,2024-11-11 18:11:51.132544,2024-11-11 18:11:51.143163,Client,10.619
853,2024-11-11 18:11:51.181331,2024-11-11 18:11:51.190376,Client,9.045
854,2024-11-11 18:11:51.232857,2024-11-11 18:11:51.243989,Client,11.132
855,2024-11-11 18:11:51.283364,2024-11-11 18:11:51.290468,Client,7.104
856,2024-11-11 18:11:51.330452,2024-11-11 18:11:51.342273,Client,11.821
857,2024-11-11 18:11:51.380618,2024-11-11 18:11:51.391349,Client,10.731
858,2024-11-11 18:11:51.428229,2024-11-11 18:11:51.430326,Client,2.097
859,2024-11-11 18:11:51.475564,2024-11-11 18:11:51.487479,Client,11.915000000000001
860,2024-11-11 18:11:51.525808,2024-11-11 18:11:51.530520,Client,4.712
861,2024-11-11 18:11:51.573229,2024-11-11 18:11:51.585295,Client,12.066
862,2024-11-11 18:11:51.627665,2024-11-11 18:11:51.635221,Client,7.556
863,2024-11-11 18:11:51.672526,2024-11-11 18:11:51.680153,Client,7.627
864,2024-11-11 18:11:51.717115,2024-11-11 18:11:51.725303,Client,8.188
865,2024-11-11 18:11:51.766089,2024-11-11 18:11:51.774461,Client,8.372
866,2024-11-11 18:11:51.812125,2024-11-11 18:11:51.820725,Client,8.6
867,2024-11-11 18:11:51.857238,2024-11-11 18:11:51.865704,Client,8.466
868,2024-11-11 18:11:51.903715,2024-11-11 18:11:51.911772,Client,8.057
869,2024-11-11 18:11:51.950637,2024-11-11 18:11:51.960238,Client,9.601
870,2024-11-11 18:11:52.001142,2024-11-11 18:11:52.009139,Client,7.997000000000001
871,2024-11-11 18:11:52.046084,2024-11-11 18:11:52.050224,Client,4.14
872,2024-11-11 18:11:52.093937,2024-11-11 18:11:52.105602,Client,11.665
873,2024-11-11 18:11:52.143273,2024-11-11 18:11:52.156114,Client,12.841
874,2024-11-11 18:11:52.194686,2024-11-11 18:11:52.202651,Client,7.965
875,2024-11-11 18:11:52.242351,2024-11-11 18:11:52.251415,Client,9.063999999999998
876,2024-11-11 18:11:52.251415,2024-11-11 18:11:52.254417,Predicted,3.002
877,2024-11-11 18:11:52.255391,2024-11-11 18:11:52.259343,Predicted,3.952
878,2024-11-11 18:11:52.259343,2024-11-11 18:11:52.264113,Predicted,4.77
879,2024-11-11 18:11:52.264521,2024-11-11 18:11:52.267593,Predicted,3.072
880,2024-11-11 18:11:52.268622,2024-11-11 18:11:52.272129,Predicted,3.507
881,2024-11-11 18:11:52.273115,2024-11-11 18:11:52.277368,Predicted,4.253
882,2024-11-11 18:11:52.277368,2024-11-11 18:11:52.281747,Predicted,4.3790000000000004
883,2024-11-11 18:11:52.282850,2024-11-11 18:11:52.285847,Predicted,2.997
884,2024-11-11 18:11:52.285847,2024-11-11 18:11:52.290275,Predicted,4.428
885,2024-11-11 18:11:52.290275,2024-11-11 18:11:52.294390,Predicted,4.114999999999999
886,2024-11-11 18:11:52.294746,2024-11-11 18:11:52.298256,Predicted,3.5100000000000002
887,2024-11-11 18:11:52.298256,2024-11-11 18:11:52.300368,Predicted,2.112
888,2024-11-11 18:11:52.300368,2024-11-11 18:11:52.300368,Predicted,0.0
889,2024-11-11 18:11:52.300368,2024-11-11 18:11:52.310105,Predicted,9.737
890,2024-11-11 18:11:52.310105,2024-11-11 18:11:52.314987,Predicted,4.882
891,2024-11-11 18:11:52.315183,2024-11-11 18:11:52.318279,Predicted,3.0959999999999996
892,2024-11-11 18:11:52.318279,2024-11-11 18:11:52.321592,Predicted,3.313
893,2024-11-11 18:11:52.322644,2024-11-11 18:11:52.326097,Predicted,3.453
894,2024-11-11 18:11:52.326829,2024-11-11 18:11:52.330637,Predicted,3.8080000000000003
895,2024-11-11 18:11:52.330637,2024-11-11 18:11:52.335169,Predicted,4.531999999999999
896,2024-11-11 18:11:52.335169,2024-11-11 18:11:52.339196,Predicted,4.027
897,2024-11-11 18:11:52.339196,2024-11-11 18:11:52.342604,Predicted,3.408
898,2024-11-11 18:11:52.343218,2024-11-11 18:11:52.347353,Predicted,4.135
899,2024-11-11 18:11:52.347777,2024-11-11 18:11:52.350485,Predicted,2.7079999999999997
900,2024-11-11 18:11:52.350485,2024-11-11 18:11:52.355070,Predicted,4.585
901,2024-11-11 18:11:53.476046,2024-11-11 18:11:53.485275,Client,9.229
902,2024-11-11 18:11:53.523816,2024-11-11 18:11:53.532928,Client,9.112
903,2024-11-11 18:11:53.572246,2024-11-11 18:11:53.581276,Client,9.03
904,2024-11-11 18:11:53.620043,2024-11-11 18:11:53.629293,Client,9.25
905,2024-11-11 18:11:53.665641,2024-11-11 18:11:53.675298,Client,9.657
906,2024-11-11 18:11:53.713548,2024-11-11 18:11:53.722054,Client,8.506
907,2024-11-11 18:11:53.761090,2024-11-11 18:11:53.768622,Client,7.532
908,2024-11-11 18:11:53.807905,2024-11-11 18:11:53.817007,Client,9.102
909,2024-11-11 18:11:53.852971,2024-11-11 18:11:53.862027,Client,9.056
910,2024-11-11 18:11:53.902125,2024-11-11 18:11:53.910772,Client,8.647
911,2024-11-11 18:11:53.946870,2024-11-11 18:11:53.950382,Client,3.512
912,2024-11-11 18:11:53.991443,2024-11-11 18:11:54.000007,Client,8.564
913,2024-11-11 18:11:54.042372,2024-11-11 18:11:54.050017,Client,7.645
914,2024-11-11 18:11:54.090480,2024-11-11 18:11:54.100597,Client,10.116999999999999
915,2024-11-11 18:11:54.142324,2024-11-11 18:11:54.150307,Client,7.9830000000000005
916,2024-11-11 18:11:54.192600,2024-11-11 18:11:54.202382,Client,9.782
917,2024-11-11 18:11:54.240311,2024-11-11 18:11:54.248371,Client,8.059999999999999
918,2024-11-11 18:11:54.284061,2024-11-11 18:11:54.290102,Client,6.041
919,2024-11-11 18:11:54.332247,2024-11-11 18:11:54.343859,Client,11.612
920,2024-11-11 18:11:54.380458,2024-11-11 18:11:54.390561,Client,10.103
921,2024-11-11 18:11:54.430117,2024-11-11 18:11:54.439235,Client,9.117999999999999
922,2024-11-11 18:11:54.480121,2024-11-11 18:11:54.490267,Client,10.146
923,2024-11-11 18:11:54.530337,2024-11-11 18:11:54.541957,Client,11.620000000000001
924,2024-11-11 18:11:54.580172,2024-11-11 18:11:54.590316,Client,10.144
925,2024-11-11 18:11:54.628085,2024-11-11 18:11:54.640302,Client,12.217
926,2024-11-11 18:11:54.640302,2024-11-11 18:11:54.640302,Predicted,0.0
927,2024-11-11 18:11:54.640302,2024-11-11 18:11:54.640302,Predicted,0.0
928,2024-11-11 18:11:54.640302,2024-11-11 18:11:54.653435,Predicted,13.133000000000001
929,2024-11-11 18:11:54.654302,2024-11-11 18:11:54.654302,Predicted,0.0
930,2024-11-11 18:11:54.654302,2024-11-11 18:11:54.660416,Predicted,6.114
931,2024-11-11 18:11:54.660416,2024-11-11 18:11:54.660416,Predicted,0.0
932,2024-11-11 18:11:54.660416,2024-11-11 18:11:54.669256,Predicted,8.84
933,2024-11-11 18:11:54.670261,2024-11-11 18:11:54.670261,Predicted,0.0
934,2024-11-11 18:11:54.670261,2024-11-11 18:11:54.677762,Predicted,7.5009999999999994
935,2024-11-11 18:11:54.677762,2024-11-11 18:11:54.682431,Predicted,4.6690000000000005
936,2024-11-11 18:11:54.682431,2024-11-11 18:11:54.686841,Predicted,4.41
937,2024-11-11 18:11:54.686841,2024-11-11 18:11:54.690486,Predicted,3.645
938,2024-11-11 18:11:54.690486,2024-11-11 18:11:54.694284,Predicted,3.798
939,2024-11-11 18:11:54.695442,2024-11-11 18:11:54.697608,Predicted,2.166
940,2024-11-11 18:11:54.698733,2024-11-11 18:11:54.702556,Predicted,3.823
941,2024-11-11 18:11:54.702556,2024-11-11 18:11:54.705778,Predicted,3.222
942,2024-11-11 18:11:54.706904,2024-11-11 18:11:54.710095,Predicted,3.191
943,2024-11-11 18:11:54.710095,2024-11-11 18:11:54.710095,Predicted,0.0
944,2024-11-11 18:11:54.710095,2024-11-11 18:11:54.716080,Predicted,5.984999999999999
945,2024-11-11 18:11:54.716080,2024-11-11 18:11:54.721093,Predicted,5.013
946,2024-11-11 18:11:54.721093,2024-11-11 18:11:54.721093,Predicted,0.0
947,2024-11-11 18:11:54.721093,2024-11-11 18:11:54.730168,Predicted,9.075
948,2024-11-11 18:11:54.732487,2024-11-11 18:11:54.734754,Predicted,2.267
949,2024-11-11 18:11:54.734754,2024-11-11 18:11:54.740404,Predicted,5.6499999999999995
950,2024-11-11 18:11:54.740404,2024-11-11 18:11:54.740404,Predicted,0.0
951,2024-11-11 18:11:55.860459,2024-11-11 18:11:55.870043,Client,9.584
952,2024-11-11 18:11:55.910481,2024-11-11 18:11:55.922332,Client,11.851
953,2024-11-11 18:11:55.960097,2024-11-11 18:11:55.970107,Client,10.01
954,2024-11-11 18:11:56.011174,2024-11-11 18:11:56.020321,Client,9.147
955,2024-11-11 18:11:56.056120,2024-11-11 18:11:56.070427,Client,14.307
956,2024-11-11 18:11:56.111195,2024-11-11 18:11:56.120411,Client,9.216000000000001
957,2024-11-11 18:11:56.160824,2024-11-11 18:11:56.173876,Client,13.052
958,2024-11-11 18:11:56.210378,2024-11-11 18:11:56.218889,Client,8.511
959,2024-11-11 18:11:56.255977,2024-11-11 18:11:56.265492,Client,9.514999999999999
960,2024-11-11 18:11:56.301878,2024-11-11 18:11:56.309854,Client,7.976000000000001
961,2024-11-11 18:11:56.346584,2024-11-11 18:11:56.355223,Client,8.639000000000001
962,2024-11-11 18:11:56.395416,2024-11-11 18:11:56.405103,Client,9.687
963,2024-11-11 18:11:56.445026,2024-11-11 18:11:56.457302,Client,12.276
964,2024-11-11 18:11:56.494652,2024-11-11 18:11:56.508588,Client,13.936
965,2024-11-11 18:11:56.544687,2024-11-11 18:11:56.555419,Client,10.732000000000001
966,2024-11-11 18:11:56.591414,2024-11-11 18:11:56.599419,Client,8.005
967,2024-11-11 18:11:56.639220,2024-11-11 18:11:56.649209,Client,9.988999999999999
968,2024-11-11 18:11:56.685570,2024-11-11 18:11:56.695233,Client,9.663
969,2024-11-11 18:11:56.730619,2024-11-11 18:11:56.739080,Client,8.461
970,2024-11-11 18:11:56.775532,2024-11-11 18:11:56.781099,Client,5.567
971,2024-11-11 18:11:56.820664,2024-11-11 18:11:56.828785,Client,8.121
