Frame,Start Time,End Time,Type,Delay (ms)
324,2024-11-11 18:11:25.786504,2024-11-11 18:11:25.790121,Client,3.617
325,2024-11-11 18:11:25.831404,2024-11-11 18:11:25.840188,Client,8.784
326,2024-11-11 18:11:25.843704,2024-11-11 18:11:25.844698,Predicted,0.9940000000000001
327,2024-11-11 18:11:25.844698,2024-11-11 18:11:25.850499,Predicted,5.801
328,2024-11-11 18:11:25.850499,2024-11-11 18:11:25.850499,Predicted,0.0
329,2024-11-11 18:11:25.850499,2024-11-11 18:11:25.860140,Predicted,9.641
330,2024-11-11 18:11:25.860140,2024-11-11 18:11:25.860140,Predicted,0.0
331,2024-11-11 18:11:25.860140,2024-11-11 18:11:25.860140,Predicted,0.0
332,2024-11-11 18:11:25.860140,2024-11-11 18:11:25.870521,Predicted,10.381
333,2024-11-11 18:11:25.870521,2024-11-11 18:11:25.870521,Predicted,0.0
334,2024-11-11 18:11:25.875580,2024-11-11 18:11:25.878705,Predicted,3.125
335,2024-11-11 18:11:25.878705,2024-11-11 18:11:25.880344,Predicted,1.639
336,2024-11-11 18:11:25.880344,2024-11-11 18:11:25.880344,Predicted,0.0
337,2024-11-11 18:11:25.880344,2024-11-11 18:11:25.891322,Predicted,10.978
338,2024-11-11 18:11:25.891322,2024-11-11 18:11:25.891322,Predicted,0.0
339,2024-11-11 18:11:25.891322,2024-11-11 18:11:25.891322,Predicted,0.0
340,2024-11-11 18:11:25.900538,2024-11-11 18:11:25.900538,Predicted,0.0
341,2024-11-11 18:11:25.900538,2024-11-11 18:11:25.907111,Predicted,6.5729999999999995
342,2024-11-11 18:11:25.907111,2024-11-11 18:11:25.910414,Predicted,3.303
343,2024-11-11 18:11:25.910414,2024-11-11 18:11:25.910414,Predicted,0.0
344,2024-11-11 18:11:25.910414,2024-11-11 18:11:25.910414,Predicted,0.0
345,2024-11-11 18:11:25.910414,2024-11-11 18:11:25.920369,Predicted,9.955
346,2024-11-11 18:11:25.922998,2024-11-11 18:11:25.923610,Predicted,0.612
347,2024-11-11 18:11:25.923610,2024-11-11 18:11:25.930383,Predicted,6.773000000000001
348,2024-11-11 18:11:25.930383,2024-11-11 18:11:25.930383,Predicted,0.0
349,2024-11-11 18:11:25.930383,2024-11-11 18:11:25.930383,Predicted,0.0
350,2024-11-11 18:11:25.930383,2024-11-11 18:11:25.940262,Predicted,9.879000000000001
351,2024-11-11 18:11:27.101741,2024-11-11 18:11:27.110537,Client,8.796
352,2024-11-11 18:11:27.150583,2024-11-11 18:11:27.155183,Client,4.6
353,2024-11-11 18:11:27.197931,2024-11-11 18:11:27.200693,Client,2.762
354,2024-11-11 18:11:27.243107,2024-11-11 18:11:27.252029,Client,8.921999999999999
355,2024-11-11 18:11:27.290493,2024-11-11 18:11:27.292269,Client,1.776
356,2024-11-11 18:11:27.334853,2024-11-11 18:11:27.342949,Client,8.096
357,2024-11-11 18:11:27.382353,2024-11-11 18:11:27.392494,Client,10.141
358,2024-11-11 18:11:27.428553,2024-11-11 18:11:27.437070,Client,8.517
359,2024-11-11 18:11:27.475839,2024-11-11 18:11:27.485442,Client,9.603
360,2024-11-11 18:11:27.522990,2024-11-11 18:11:27.531597,Client,8.607
361,2024-11-11 18:11:27.570940,2024-11-11 18:11:27.579365,Client,8.425
362,2024-11-11 18:11:27.617189,2024-11-11 18:11:27.624536,Client,7.347
363,2024-11-11 18:11:27.663010,2024-11-11 18:11:27.672517,Client,9.507
364,2024-11-11 18:11:27.712270,2024-11-11 18:11:27.721771,Client,9.501000000000001
365,2024-11-11 18:11:27.758711,2024-11-11 18:11:27.767364,Client,8.652999999999999
366,2024-11-11 18:11:27.805795,2024-11-11 18:11:27.814298,Client,8.503
367,2024-11-11 18:11:27.851306,2024-11-11 18:11:27.858408,Client,7.101999999999999
368,2024-11-11 18:11:27.896505,2024-11-11 18:11:27.904111,Client,7.606
369,2024-11-11 18:11:27.941541,2024-11-11 18:11:27.951505,Client,9.964
370,2024-11-11 18:11:27.988354,2024-11-11 18:11:27.995888,Client,7.534
371,2024-11-11 18:11:28.032948,2024-11-11 18:11:28.041519,Client,8.571
372,2024-11-11 18:11:28.081011,2024-11-11 18:11:28.089010,Client,7.998999999999999
373,2024-11-11 18:11:28.127740,2024-11-11 18:11:28.135294,Client,7.554
374,2024-11-11 18:11:28.173989,2024-11-11 18:11:28.183636,Client,9.646999999999998
375,2024-11-11 18:11:28.222193,2024-11-11 18:11:28.230804,Client,8.611
376,2024-11-11 18:11:28.231826,2024-11-11 18:11:28.234907,Predicted,3.081
377,2024-11-11 18:11:28.235879,2024-11-11 18:11:28.237976,Predicted,2.097
378,2024-11-11 18:11:28.238973,2024-11-11 18:11:28.242392,Predicted,3.419
379,2024-11-11 18:11:28.242392,2024-11-11 18:11:28.246793,Predicted,4.401000000000001
380,2024-11-11 18:11:28.246793,2024-11-11 18:11:28.250408,Predicted,3.615
381,2024-11-11 18:11:28.250408,2024-11-11 18:11:28.253511,Predicted,3.1029999999999998
382,2024-11-11 18:11:28.254465,2024-11-11 18:11:28.257569,Predicted,3.104
383,2024-11-11 18:11:28.258578,2024-11-11 18:11:28.262089,Predicted,3.5109999999999997
384,2024-11-11 18:11:28.262089,2024-11-11 18:11:28.265182,Predicted,3.093
385,2024-11-11 18:11:28.266264,2024-11-11 18:11:28.268976,Predicted,2.712
386,2024-11-11 18:11:28.268976,2024-11-11 18:11:28.272483,Predicted,3.507
387,2024-11-11 18:11:28.272483,2024-11-11 18:11:28.276484,Predicted,4.001
388,2024-11-11 18:11:28.277484,2024-11-11 18:11:28.280085,Predicted,2.601
389,2024-11-11 18:11:28.281091,2024-11-11 18:11:28.284191,Predicted,3.1
390,2024-11-11 18:11:28.284403,2024-11-11 18:11:28.287516,Predicted,3.113
391,2024-11-11 18:11:28.288537,2024-11-11 18:11:28.292045,Predicted,3.508
392,2024-11-11 18:11:28.292045,2024-11-11 18:11:28.296405,Predicted,4.36
393,2024-11-11 18:11:28.296858,2024-11-11 18:11:28.298964,Predicted,2.106
394,2024-11-11 18:11:28.298964,2024-11-11 18:11:28.303574,Predicted,4.61
395,2024-11-11 18:11:28.304676,2024-11-11 18:11:28.307683,Predicted,3.007
396,2024-11-11 18:11:28.307683,2024-11-11 18:11:28.312654,Predicted,4.971
397,2024-11-11 18:11:28.312654,2024-11-11 18:11:28.316750,Predicted,4.096
398,2024-11-11 18:11:28.316750,2024-11-11 18:11:28.320356,Predicted,3.606
399,2024-11-11 18:11:28.320356,2024-11-11 18:11:28.324363,Predicted,4.007000000000001
400,2024-11-11 18:11:28.325375,2024-11-11 18:11:28.328364,Predicted,2.989
401,2024-11-11 18:11:29.467201,2024-11-11 18:11:29.477709,Client,10.508
402,2024-11-11 18:11:29.516049,2024-11-11 18:11:29.524553,Client,8.504
403,2024-11-11 18:11:29.564667,2024-11-11 18:11:29.573295,Client,8.628
404,2024-11-11 18:11:29.612064,2024-11-11 18:11:29.622876,Client,10.812000000000001
405,2024-11-11 18:11:29.662086,2024-11-11 18:11:29.671589,Client,9.503
406,2024-11-11 18:11:29.710372,2024-11-11 18:11:29.720589,Client,10.217
407,2024-11-11 18:11:29.757406,2024-11-11 18:11:29.765913,Client,8.507000000000001
408,2024-11-11 18:11:29.804401,2024-11-11 18:11:29.812716,Client,8.315
409,2024-11-11 18:11:29.851295,2024-11-11 18:11:29.861505,Client,10.21
410,2024-11-11 18:11:29.899386,2024-11-11 18:11:29.908920,Client,9.534
411,2024-11-11 18:11:29.947518,2024-11-11 18:11:29.957132,Client,9.613999999999999
412,2024-11-11 18:11:29.995996,2024-11-11 18:11:30.006419,Client,10.423
413,2024-11-11 18:11:30.046601,2024-11-11 18:11:30.055565,Client,8.964
414,2024-11-11 18:11:30.094781,2024-11-11 18:11:30.104805,Client,10.024
415,2024-11-11 18:11:30.141695,2024-11-11 18:11:30.150260,Client,8.565
416,2024-11-11 18:11:30.188845,2024-11-11 18:11:30.199112,Client,10.267
417,2024-11-11 18:11:30.237310,2024-11-11 18:11:30.246820,Client,9.51
418,2024-11-11 18:11:30.284735,2024-11-11 18:11:30.296687,Client,11.952
419,2024-11-11 18:11:30.333166,2024-11-11 18:11:30.340665,Client,7.499
420,2024-11-11 18:11:30.380743,2024-11-11 18:11:30.390476,Client,9.733
421,2024-11-11 18:11:30.428770,2024-11-11 18:11:30.438293,Client,9.523
422,2024-11-11 18:11:30.478489,2024-11-11 18:11:30.487999,Client,9.51
423,2024-11-11 18:11:30.526644,2024-11-11 18:11:30.538161,Client,11.517
424,2024-11-11 18:11:30.574836,2024-11-11 18:11:30.583386,Client,8.55
425,2024-11-11 18:11:30.620944,2024-11-11 18:11:30.630569,Client,9.625
426,2024-11-11 18:11:30.630569,2024-11-11 18:11:30.634568,Predicted,3.999
427,2024-11-11 18:11:30.635628,2024-11-11 18:11:30.637733,Predicted,2.105
428,2024-11-11 18:11:30.638740,2024-11-11 18:11:30.641372,Predicted,2.6319999999999997
429,2024-11-11 18:11:30.642348,2024-11-11 18:11:30.646346,Predicted,3.9979999999999998
430,2024-11-11 18:11:30.646875,2024-11-11 18:11:30.650589,Predicted,3.714
431,2024-11-11 18:11:30.650589,2024-11-11 18:11:30.654596,Predicted,4.007000000000001
432,2024-11-11 18:11:30.654596,2024-11-11 18:11:30.656688,Predicted,2.092
433,2024-11-11 18:11:30.657843,2024-11-11 18:11:30.661559,Predicted,3.716
434,2024-11-11 18:11:30.661559,2024-11-11 18:11:30.665558,Predicted,3.999
435,2024-11-11 18:11:30.665558,2024-11-11 18:11:30.670224,Predicted,4.666
436,2024-11-11 18:11:30.670224,2024-11-11 18:11:30.673173,Predicted,2.949
437,2024-11-11 18:11:30.673173,2024-11-11 18:11:30.677539,Predicted,4.366
438,2024-11-11 18:11:30.678650,2024-11-11 18:11:30.682502,Predicted,3.852
439,2024-11-11 18:11:30.682502,2024-11-11 18:11:30.687097,Predicted,4.595
440,2024-11-11 18:11:30.687097,2024-11-11 18:11:30.690794,Predicted,3.697
441,2024-11-11 18:11:30.690794,2024-11-11 18:11:30.694152,Predicted,3.3579999999999997
442,2024-11-11 18:11:30.695357,2024-11-11 18:11:30.698973,Predicted,3.6159999999999997
443,2024-11-11 18:11:30.698973,2024-11-11 18:11:30.703122,Predicted,4.149
444,2024-11-11 18:11:30.703122,2024-11-11 18:11:30.706479,Predicted,3.357
445,2024-11-11 18:11:30.707581,2024-11-11 18:11:30.710607,Predicted,3.0260000000000002
446,2024-11-11 18:11:30.711828,2024-11-11 18:11:30.714831,Predicted,3.003
447,2024-11-11 18:11:30.715833,2024-11-11 18:11:30.718933,Predicted,3.1
448,2024-11-11 18:11:30.718933,2024-11-11 18:11:30.723444,Predicted,4.511
449,2024-11-11 18:11:30.723822,2024-11-11 18:11:30.726935,Predicted,3.113
450,2024-11-11 18:11:30.726935,2024-11-11 18:11:30.730543,Predicted,3.608
451,2024-11-11 18:11:31.875088,2024-11-11 18:11:31.882596,Client,7.508
452,2024-11-11 18:11:31.922792,2024-11-11 18:11:31.930754,Client,7.962000000000001
453,2024-11-11 18:11:31.970930,2024-11-11 18:11:31.980676,Client,9.745999999999999
454,2024-11-11 18:11:32.018979,2024-11-11 18:11:32.028499,Client,9.520000000000001
455,2024-11-11 18:11:32.066922,2024-11-11 18:11:32.075223,Client,8.301
456,2024-11-11 18:11:32.114236,2024-11-11 18:11:32.120734,Client,6.498
457,2024-11-11 18:11:32.160650,2024-11-11 18:11:32.167659,Client,7.0089999999999995
458,2024-11-11 18:11:32.207512,2024-11-11 18:11:32.216019,Client,8.507000000000001
459,2024-11-11 18:11:32.255261,2024-11-11 18:11:32.264867,Client,9.606
460,2024-11-11 18:11:32.302896,2024-11-11 18:11:32.311400,Client,8.504
461,2024-11-11 18:11:32.349214,2024-11-11 18:11:32.358775,Client,9.561
462,2024-11-11 18:11:32.397789,2024-11-11 18:11:32.406811,Client,9.022
463,2024-11-11 18:11:32.445721,2024-11-11 18:11:32.454231,Client,8.51
464,2024-11-11 18:11:32.493058,2024-11-11 18:11:32.501177,Client,8.119
465,2024-11-11 18:11:32.538606,2024-11-11 18:11:32.549127,Client,10.521
466,2024-11-11 18:11:32.586649,2024-11-11 18:11:32.594160,Client,7.511
467,2024-11-11 18:11:32.632174,2024-11-11 18:11:32.640888,Client,8.713999999999999
468,2024-11-11 18:11:32.680646,2024-11-11 18:11:32.688765,Client,8.119
469,2024-11-11 18:11:32.728451,2024-11-11 18:11:32.738629,Client,10.177999999999999
470,2024-11-11 18:11:32.775959,2024-11-11 18:11:32.783629,Client,7.67
471,2024-11-11 18:11:32.822860,2024-11-11 18:11:32.833388,Client,10.527999999999999
472,2024-11-11 18:11:32.872021,2024-11-11 18:11:32.881824,Client,9.802999999999999
473,2024-11-11 18:11:32.920315,2024-11-11 18:11:32.930834,Client,10.519
474,2024-11-11 18:11:32.970028,2024-11-11 18:11:32.980187,Client,10.158999999999999
475,2024-11-11 18:11:33.018599,2024-11-11 18:11:33.027209,Client,8.61
476,2024-11-11 18:11:33.028125,2024-11-11 18:11:33.031622,Predicted,3.497
477,2024-11-11 18:11:33.031622,2024-11-11 18:11:33.035622,Predicted,4.0
478,2024-11-11 18:11:33.035622,2024-11-11 18:11:33.038624,Predicted,3.002
479,2024-11-11 18:11:33.038624,2024-11-11 18:11:33.043137,Predicted,4.513
480,2024-11-11 18:11:33.044137,2024-11-11 18:11:33.047137,Predicted,3.0
481,2024-11-11 18:11:33.047709,2024-11-11 18:11:33.051443,Predicted,3.734
482,2024-11-11 18:11:33.051443,2024-11-11 18:11:33.055432,Predicted,3.9890000000000003
483,2024-11-11 18:11:33.055774,2024-11-11 18:11:33.057871,Predicted,2.097
484,2024-11-11 18:11:33.058884,2024-11-11 18:11:33.062391,Predicted,3.507
485,2024-11-11 18:11:33.062391,2024-11-11 18:11:33.065900,Predicted,3.509
486,2024-11-11 18:11:33.065900,2024-11-11 18:11:33.068899,Predicted,2.999
487,2024-11-11 18:11:33.068899,2024-11-11 18:11:33.072508,Predicted,3.609
488,2024-11-11 18:11:33.073504,2024-11-11 18:11:33.076511,Predicted,3.007
489,2024-11-11 18:11:33.077496,2024-11-11 18:11:33.080500,Predicted,3.004
490,2024-11-11 18:11:33.081014,2024-11-11 18:11:33.085112,Predicted,4.098
491,2024-11-11 18:11:33.085331,2024-11-11 18:11:33.088432,Predicted,3.101
492,2024-11-11 18:11:33.088432,2024-11-11 18:11:33.091840,Predicted,3.408
493,2024-11-11 18:11:33.092846,2024-11-11 18:11:33.095939,Predicted,3.093
494,2024-11-11 18:11:33.096616,2024-11-11 18:11:33.100736,Predicted,4.12
495,2024-11-11 18:11:33.100843,2024-11-11 18:11:33.104741,Predicted,3.898
496,2024-11-11 18:11:33.105050,2024-11-11 18:11:33.108672,Predicted,3.622
497,2024-11-11 18:11:33.108672,2024-11-11 18:11:33.113179,Predicted,4.507
498,2024-11-11 18:11:33.113179,2024-11-11 18:11:33.116178,Predicted,2.999
499,2024-11-11 18:11:33.117037,2024-11-11 18:11:33.120144,Predicted,3.1069999999999998
500,2024-11-11 18:11:33.120743,2024-11-11 18:11:33.123853,Predicted,3.11
501,2024-11-11 18:11:34.280433,2024-11-11 18:11:34.288930,Client,8.497
502,2024-11-11 18:11:34.328993,2024-11-11 18:11:34.337709,Client,8.716
503,2024-11-11 18:11:34.377554,2024-11-11 18:11:34.390074,Client,12.52
504,2024-11-11 18:11:34.428470,2024-11-11 18:11:34.437980,Client,9.51
505,2024-11-11 18:11:34.476291,2024-11-11 18:11:34.484792,Client,8.501
506,2024-11-11 18:11:34.522655,2024-11-11 18:11:34.532156,Client,9.501000000000001
507,2024-11-11 18:11:34.570382,2024-11-11 18:11:34.578898,Client,8.516
508,2024-11-11 18:11:34.618106,2024-11-11 18:11:34.627613,Client,9.507
509,2024-11-11 18:11:34.666346,2024-11-11 18:11:34.674954,Client,8.607999999999999
510,2024-11-11 18:11:34.713943,2024-11-11 18:11:34.723451,Client,9.508000000000001
511,2024-11-11 18:11:34.760274,2024-11-11 18:11:34.769285,Client,9.011
512,2024-11-11 18:11:34.807479,2024-11-11 18:11:34.817102,Client,9.623
513,2024-11-11 18:11:34.855869,2024-11-11 18:11:34.866371,Client,10.501999999999999
514,2024-11-11 18:11:34.904916,2024-11-11 18:11:34.913524,Client,8.607999999999999
515,2024-11-11 18:11:34.952441,2024-11-11 18:11:34.962143,Client,9.702
516,2024-11-11 18:11:35.000660,2024-11-11 18:11:35.009174,Client,8.514000000000001
517,2024-11-11 18:11:35.047485,2024-11-11 18:11:35.057099,Client,9.613999999999999
518,2024-11-11 18:11:35.095903,2024-11-11 18:11:35.105596,Client,9.693
519,2024-11-11 18:11:35.143728,2024-11-11 18:11:35.153334,Client,9.606
520,2024-11-11 18:11:35.191850,2024-11-11 18:11:35.202507,Client,10.657
521,2024-11-11 18:11:35.241214,2024-11-11 18:11:35.251724,Client,10.51
522,2024-11-11 18:11:35.290271,2024-11-11 18:11:35.299252,Client,8.981
523,2024-11-11 18:11:35.337320,2024-11-11 18:11:35.346098,Client,8.777999999999999
524,2024-11-11 18:11:35.384868,2024-11-11 18:11:35.394382,Client,9.514
525,2024-11-11 18:11:35.432727,2024-11-11 18:11:35.441872,Client,9.145
526,2024-11-11 18:11:35.442969,2024-11-11 18:11:35.447331,Predicted,4.362
527,2024-11-11 18:11:35.447446,2024-11-11 18:11:35.451243,Predicted,3.797
528,2024-11-11 18:11:35.451860,2024-11-11 18:11:35.454649,Predicted,2.7889999999999997
529,2024-11-11 18:11:35.455651,2024-11-11 18:11:35.459096,Predicted,3.4450000000000003
530,2024-11-11 18:11:35.460105,2024-11-11 18:11:35.463555,Predicted,3.4499999999999997
531,2024-11-11 18:11:35.463555,2024-11-11 18:11:35.467960,Predicted,4.405
532,2024-11-11 18:11:35.467960,2024-11-11 18:11:35.471857,Predicted,3.897
533,2024-11-11 18:11:35.472878,2024-11-11 18:11:35.476509,Predicted,3.6310000000000002
534,2024-11-11 18:11:35.476675,2024-11-11 18:11:35.480223,Predicted,3.548
535,2024-11-11 18:11:35.480223,2024-11-11 18:11:35.484335,Predicted,4.112
536,2024-11-11 18:11:35.484335,2024-11-11 18:11:35.487335,Predicted,3.0
537,2024-11-11 18:11:35.488322,2024-11-11 18:11:35.491735,Predicted,3.413
538,2024-11-11 18:11:35.491735,2024-11-11 18:11:35.495737,Predicted,4.002000000000001
539,2024-11-11 18:11:35.495737,2024-11-11 18:11:35.498737,Predicted,3.0
540,2024-11-11 18:11:35.498737,2024-11-11 18:11:35.502243,Predicted,3.506
541,2024-11-11 18:11:35.503244,2024-11-11 18:11:35.506750,Predicted,3.506
542,2024-11-11 18:11:35.506750,2024-11-11 18:11:35.510255,Predicted,3.505
543,2024-11-11 18:11:35.510255,2024-11-11 18:11:35.514364,Predicted,4.109
544,2024-11-11 18:11:35.514945,2024-11-11 18:11:35.517949,Predicted,3.004
545,2024-11-11 18:11:35.518950,2024-11-11 18:11:35.522559,Predicted,3.609
546,2024-11-11 18:11:35.522559,2024-11-11 18:11:35.526969,Predicted,4.41
547,2024-11-11 18:11:35.526969,2024-11-11 18:11:35.530673,Predicted,3.7039999999999997
548,2024-11-11 18:11:35.530673,2024-11-11 18:11:35.533778,Predicted,3.105
549,2024-11-11 18:11:35.533778,2024-11-11 18:11:35.537775,Predicted,3.997
550,2024-11-11 18:11:35.537775,2024-11-11 18:11:35.542187,Predicted,4.412
551,2024-11-11 18:11:36.687646,2024-11-11 18:11:36.695155,Client,7.509
552,2024-11-11 18:11:36.734338,2024-11-11 18:11:36.745961,Client,11.623
553,2024-11-11 18:11:36.782356,2024-11-11 18:11:36.790853,Client,8.497
554,2024-11-11 18:11:36.829465,2024-11-11 18:11:36.840081,Client,10.616
555,2024-11-11 18:11:36.879031,2024-11-11 18:11:36.888846,Client,9.815000000000001
556,2024-11-11 18:11:36.928669,2024-11-11 18:11:36.938190,Client,9.521
557,2024-11-11 18:11:36.977048,2024-11-11 18:11:36.987557,Client,10.508999999999999
558,2024-11-11 18:11:37.025387,2024-11-11 18:11:37.035895,Client,10.508
559,2024-11-11 18:11:37.075038,2024-11-11 18:11:37.085439,Client,10.401
560,2024-11-11 18:11:37.124771,2024-11-11 18:11:37.135282,Client,10.511
561,2024-11-11 18:11:37.173961,2024-11-11 18:11:37.184577,Client,10.616
562,2024-11-11 18:11:37.222824,2024-11-11 18:11:37.231506,Client,8.682
563,2024-11-11 18:11:37.269322,2024-11-11 18:11:37.278831,Client,9.509
564,2024-11-11 18:11:37.316578,2024-11-11 18:11:37.326310,Client,9.732
565,2024-11-11 18:11:37.364706,2024-11-11 18:11:37.373327,Client,8.621
566,2024-11-11 18:11:37.411175,2024-11-11 18:11:37.420673,Client,9.498
567,2024-11-11 18:11:37.459307,2024-11-11 18:11:37.468911,Client,9.604
568,2024-11-11 18:11:37.507882,2024-11-11 18:11:37.518410,Client,10.527999999999999
569,2024-11-11 18:11:37.555564,2024-11-11 18:11:37.565165,Client,9.601
570,2024-11-11 18:11:37.602955,2024-11-11 18:11:37.610180,Client,7.225
571,2024-11-11 18:11:37.648901,2024-11-11 18:11:37.658428,Client,9.527000000000001
572,2024-11-11 18:11:37.696894,2024-11-11 18:11:37.706508,Client,9.613999999999999
573,2024-11-11 18:11:37.746043,2024-11-11 18:11:37.756557,Client,10.514000000000001
574,2024-11-11 18:11:37.792838,2024-11-11 18:11:37.801349,Client,8.511
575,2024-11-11 18:11:37.839329,2024-11-11 18:11:37.848048,Client,8.719
576,2024-11-11 18:11:37.848048,2024-11-11 18:11:37.851620,Predicted,3.572
577,2024-11-11 18:11:37.851620,2024-11-11 18:11:37.855664,Predicted,4.044
578,2024-11-11 18:11:37.856570,2024-11-11 18:11:37.858569,Predicted,1.9989999999999999
579,2024-11-11 18:11:37.860176,2024-11-11 18:11:37.863233,Predicted,3.057
580,2024-11-11 18:11:37.864303,2024-11-11 18:11:37.867277,Predicted,2.974
581,2024-11-11 18:11:37.868497,2024-11-11 18:11:37.871234,Predicted,2.7369999999999997
582,2024-11-11 18:11:37.871234,2024-11-11 18:11:37.875231,Predicted,3.997
583,2024-11-11 18:11:37.876263,2024-11-11 18:11:37.879372,Predicted,3.109
584,2024-11-11 18:11:37.879372,2024-11-11 18:11:37.882545,Predicted,3.173
585,2024-11-11 18:11:37.883472,2024-11-11 18:11:37.887429,Predicted,3.9569999999999994
586,2024-11-11 18:11:37.887517,2024-11-11 18:11:37.891154,Predicted,3.637
587,2024-11-11 18:11:37.891154,2024-11-11 18:11:37.894647,Predicted,3.493
588,2024-11-11 18:11:37.894647,2024-11-11 18:11:37.898356,Predicted,3.709
589,2024-11-11 18:11:37.898356,2024-11-11 18:11:37.902008,Predicted,3.6519999999999997
590,2024-11-11 18:11:37.903025,2024-11-11 18:11:37.906277,Predicted,3.2520000000000002
591,2024-11-11 18:11:37.907280,2024-11-11 18:11:37.908922,Predicted,1.642
592,2024-11-11 18:11:37.910695,2024-11-11 18:11:37.913752,Predicted,3.057
593,2024-11-11 18:11:37.914125,2024-11-11 18:11:37.917228,Predicted,3.1029999999999998
594,2024-11-11 18:11:37.918128,2024-11-11 18:11:37.920826,Predicted,2.698
595,2024-11-11 18:11:37.920826,2024-11-11 18:11:37.923832,Predicted,3.006
596,2024-11-11 18:11:37.924830,2024-11-11 18:11:37.927931,Predicted,3.101
597,2024-11-11 18:11:37.928832,2024-11-11 18:11:37.931847,Predicted,3.0149999999999997
598,2024-11-11 18:11:37.931847,2024-11-11 18:11:37.935850,Predicted,4.002999999999999
599,2024-11-11 18:11:37.936865,2024-11-11 18:11:37.938963,Predicted,2.098
600,2024-11-11 18:11:37.940706,2024-11-11 18:11:37.943812,Predicted,3.106
601,2024-11-11 18:11:39.102432,2024-11-11 18:11:39.111053,Client,8.621
602,2024-11-11 18:11:39.152123,2024-11-11 18:11:39.161833,Client,9.709999999999999
603,2024-11-11 18:11:39.202433,2024-11-11 18:11:39.211253,Client,8.82
604,2024-11-11 18:11:39.250761,2024-11-11 18:11:39.258147,Client,7.386
605,2024-11-11 18:11:39.297647,2024-11-11 18:11:39.306271,Client,8.624
606,2024-11-11 18:11:39.345994,2024-11-11 18:11:39.354600,Client,8.606000000000002
607,2024-11-11 18:11:39.394097,2024-11-11 18:11:39.403707,Client,9.610000000000001
608,2024-11-11 18:11:39.443012,2024-11-11 18:11:39.455943,Client,12.931
609,2024-11-11 18:11:39.493988,2024-11-11 18:11:39.504604,Client,10.616
610,2024-11-11 18:11:39.544153,2024-11-11 18:11:39.553870,Client,9.717
611,2024-11-11 18:11:39.592663,2024-11-11 18:11:39.601369,Client,8.706
612,2024-11-11 18:11:39.640432,2024-11-11 18:11:39.649431,Client,8.999
613,2024-11-11 18:11:39.688235,2024-11-11 18:11:39.697838,Client,9.603
614,2024-11-11 18:11:39.736748,2024-11-11 18:11:39.746576,Client,9.828
615,2024-11-11 18:11:39.784177,2024-11-11 18:11:39.791974,Client,7.797
616,2024-11-11 18:11:39.830583,2024-11-11 18:11:39.838694,Client,8.111
617,2024-11-11 18:11:39.878254,2024-11-11 18:11:39.887867,Client,9.613
618,2024-11-11 18:11:39.926830,2024-11-11 18:11:39.937342,Client,10.512
619,2024-11-11 18:11:39.975180,2024-11-11 18:11:39.984782,Client,9.602
620,2024-11-11 18:11:40.024180,2024-11-11 18:11:40.034274,Client,10.094000000000001
621,2024-11-11 18:11:40.072997,2024-11-11 18:11:40.081715,Client,8.718
622,2024-11-11 18:11:40.121203,2024-11-11 18:11:40.130923,Client,9.719999999999999
623,2024-11-11 18:11:40.169034,2024-11-11 18:11:40.178549,Client,9.514999999999999
624,2024-11-11 18:11:40.216432,2024-11-11 18:11:40.222931,Client,6.499
625,2024-11-11 18:11:40.261403,2024-11-11 18:11:40.268566,Client,7.163
626,2024-11-11 18:11:40.270244,2024-11-11 18:11:40.273253,Predicted,3.009
627,2024-11-11 18:11:40.274250,2024-11-11 18:11:40.277369,Predicted,3.1189999999999998
628,2024-11-11 18:11:40.278259,2024-11-11 18:11:40.281760,Predicted,3.5010000000000003
629,2024-11-11 18:11:40.281760,2024-11-11 18:11:40.285762,Predicted,4.002000000000001
630,2024-11-11 18:11:40.285762,2024-11-11 18:11:40.290196,Predicted,4.433999999999999
631,2024-11-11 18:11:40.290196,2024-11-11 18:11:40.293467,Predicted,3.271
632,2024-11-11 18:11:40.294473,2024-11-11 18:11:40.297368,Predicted,2.895
633,2024-11-11 18:11:40.298429,2024-11-11 18:11:40.302230,Predicted,3.801
634,2024-11-11 18:11:40.303144,2024-11-11 18:11:40.305843,Predicted,2.699
635,2024-11-11 18:11:40.306848,2024-11-11 18:11:40.310453,Predicted,3.605
636,2024-11-11 18:11:40.310453,2024-11-11 18:11:40.314456,Predicted,4.002999999999999
637,2024-11-11 18:11:40.314873,2024-11-11 18:11:40.317976,Predicted,3.1029999999999998
638,2024-11-11 18:11:40.318884,2024-11-11 18:11:40.322395,Predicted,3.5109999999999997
639,2024-11-11 18:11:40.322395,2024-11-11 18:11:40.326500,Predicted,4.105
640,2024-11-11 18:11:40.326947,2024-11-11 18:11:40.330567,Predicted,3.62
641,2024-11-11 18:11:40.330567,2024-11-11 18:11:40.334502,Predicted,3.935
642,2024-11-11 18:11:40.334502,2024-11-11 18:11:40.338460,Predicted,3.9579999999999997
643,2024-11-11 18:11:40.338460,2024-11-11 18:11:40.342068,Predicted,3.608
644,2024-11-11 18:11:40.343072,2024-11-11 18:11:40.346072,Predicted,3.0
645,2024-11-11 18:11:40.346953,2024-11-11 18:11:40.350055,Predicted,3.1020000000000003
646,2024-11-11 18:11:40.350055,2024-11-11 18:11:40.355201,Predicted,5.146000000000001
